Unidad_ID,Sector,Periodo_ID,IngRsos,Gastos,Activos,Pasivos,EBIT
UO_055,Tecnología,2,11527.152449815583,10238.915693178176,13881.422787279178,5499.617368666706,1535.190855909049
UO_082,Operaciones,5,18622.161898629893,16522.39501056197,15450.979968455662,9683.41924985559,2485.9848912905463
UO_107,Finanzas,10,50742.07680489579,38922.85878046854,17295.816458259655,10712.78930603797,11011.429812665414
UO_028,Tecnología,1,19345.2912834094,13982.519020300882,27268.805556662945,9421.99908608095,6190.620565263823
UO_102,Logística,10,10388.228025941145,7551.160659457834,11965.938455169515,8602.663423528737,3231.5461208855663
UO_105,Industrial,1,19479.705674238114,17181.102040659207,15302.361604428974,10317.82105340439,2032.591197591519
UO_044,Finanzas,10,19218.684101656723,13738.72269398037,17879.9953423118,7391.775483767821,5752.404047531131
UO_019,Logística,4,5719.0425187149385,3849.892317736842,19727.300637182405,11474.599784326983,1549.6618266993796
UO_046,Logística,7,21436.54739939372,13497.327418811357,19123.94138653603,14002.430356429611,9008.508172795364
UO_111,Comercial,2,19624.473904860886,14980.196783247487,23426.039109827012,14469.361151384204,4039.677478661554
UO_107,Industrial,2,31197.810105461773,23983.199047024194,29920.63651577364,16076.161891400721,5976.04905783714
UO_102,Finanzas,1,55518.859202971464,49651.51782517683,22824.287047778147,11261.57341060004,5633.161926011071
UO_110,Tecnología,5,38687.91339156781,26208.490269379723,23674.441183108596,15772.772571569507,12863.400688207505
UO_003,Finanzas,6,19255.57011959883,14121.013536536295,6979.036157838772,6026.1549843404755,5863.4930654679765
UO_083,Finanzas,6,12666.766677852347,11184.02041317253,18585.493192378177,13066.473453539113,1764.0187979876887
UO_020,Industrial,2,79752.22353897979,70841.36913413969,24045.53320593181,8292.043026516185,8695.185040483038
UO_025,Logística,7,22688.403570368544,16667.216100525115,27927.432172486788,16097.67866162974,4962.534877982544
UO_075,Logística,6,22180.40778420445,16872.489991530776,11903.521211545967,9933.422730580052,5836.831798411123
UO_056,Logística,8,21762.36664782921,15367.496553218989,12143.829201080056,4331.430099232874,6561.579897488153
UO_081,Logística,6,24319.70923920714,22529.637765990923,12778.758699247155,11415.590075145263,1752.7601863755808
UO_061,Industrial,9,20492.61372366652,13146.530535922095,24880.716382185863,21632.33076083866,6785.632514590689
UO_113,Tecnología,10,16533.9148624744,15323.835629461455,33534.45286151123,11635.270989030543,1211.2401965062525
UO_055,Operaciones,2,16756.986074588236,14065.03085835196,14122.491334798511,12146.020318340163,2518.248304129398
UO_035,Comercial,7,21668.68402869542,17032.67457247503,31094.22495553524,16103.063356788925,5112.6132359154435
UO_078,Logística,5,16785.78396205096,10263.343155786788,19420.565977997107,15669.007860248596,6636.958421120721
UO_059,Logística,1,15422.412825762285,11820.641978481175,16737.860591615048,9223.063365784115,4144.698578005533
UO_039,Comercial,3,23230.35514484781,17253.459738006943,15885.618183246357,8967.639051688433,6080.998376226516
UO_057,Logística,4,19389.973688813097,12728.094196106624,28225.096804674387,19208.472625724546,5964.413788289992
UO_083,Operaciones,2,46723.21803441574,38768.27997913539,21924.207926146282,16765.144762430984,9072.103725227746
UO_067,Finanzas,7,5851.861506237508,5500.181117794139,70650.13200794635,22627.36438734202,359.72951482231196
UO_034,Comercial,1,38015.65874098224,30289.587540888977,10814.73910008025,7093.318132388671,6820.084395193954
UO_113,Tecnología,3,41070.385620287816,34916.54881259365,24608.84035079008,10139.821569217362,6457.8555704726805
UO_041,Comercial,9,7811.1297276152,4873.814214286615,13127.69492645786,6663.2203162153455,2770.1432118801104
UO_022,Operaciones,2,18557.99927710469,13847.671898517608,10704.58900850204,5446.29363796756,5359.232652554427
UO_102,Industrial,5,18293.10637430197,11720.859175914547,17916.542333623238,10417.326365644582,6449.476933649734
UO_120,Tecnología,4,10897.014729094772,8875.384673476115,19582.889664350245,9800.880791272868,2204.7423177726805
UO_027,Finanzas,3,14929.459031273786,13861.536245188137,103870.90749685516,37852.29033106548,895.1483460808975
UO_021,Logística,5,12641.142828577784,10512.655090077882,16147.370702373697,6255.123946245818,2039.9633769007146
UO_041,Comercial,6,52898.76235895881,33161.23258580516,9153.51065026932,2929.6981692550316,23552.72666915185
UO_031,Tecnología,1,35166.14807973971,25464.974347028485,21243.503936177876,12366.894157952629,10898.144475855308
UO_027,Comercial,2,41596.75953812097,32975.08998624014,5193.774508680693,,7448.918339852797
UO_037,Finanzas,1,31597.58687745633,23417.68936290343,17065.70085852577,6304.157515670826,7452.75059482278
UO_066,Comercial,3,12524.902160572106,11169.399680125232,18207.978741280927,15800.131885721734,1263.228443155655
UO_054,Tecnología,8,16945.199661043596,14998.786788131973,29049.606883159322,21497.20028867114,2063.4822579479865
UO_111,Operaciones,8,28132.683142884387,22903.96676467371,32343.661629712864,22074.52583178361,5766.217461433826
UO_009,Industrial,4,11955.373189059104,8735.91410000369,13331.143969467723,9160.717584748349,3540.7953725305333
UO_083,Tecnología,6,31460.850641889654,21688.09521657629,16475.531028308666,13115.125522360762,9811.354120248661
UO_042,Comercial,9,19532.544476530416,12443.324876215349,11388.137263075048,4147.012033946579,7970.609619924145
UO_036,Finanzas,7,18262.217666968496,13225.757161048117,9165.140288276762,5525.228598438487,4909.699005460871
UO_010,Logística,2,31428.801103833943,23402.211565012505,21718.87262182802,15599.681969162719,6819.007010843007
UO_059,Logística,2,27505.235730782515,23009.17554200859,8398.83824283483,5476.817470307171,4611.9539482743185
UO_040,Finanzas,3,18389.165103612107,15269.55244791761,14061.89392929658,11244.838756749603,3684.0147051304007
UO_054,Comercial,8,39326.9338054866,24561.15864170609,9925.828955778883,3408.162659926764,16496.286516131277
UO_109,Industrial,10,12829.06188661295,9472.219308592075,25079.596642288274,17917.381075315465,3462.5168520573307
UO_039,Finanzas,9,29970.468829214802,19889.080553340653,53149.18552446843,32974.639007797436,10673.390221104288
UO_007,Comercial,3,29630.236697728735,19404.38117014909,8258.904332487748,4356.543281086576,11987.001561230689
UO_004,Tecnología,9,18868.078037055646,16784.207354746573,5932.428347410228,2990.922674534874,2024.1409423678003
UO_015,Industrial,10,25927.68280655822,15936.977239260477,16731.824921080733,11252.145226447063,9316.908961399813
UO_076,Operaciones,8,11783.354886845918,8798.796138342737,18204.401374192403,15193.3428658016,3554.300943691757
UO_048,Comercial,5,34961.87669736583,23035.37643395381,20561.90938247284,12289.967472895256,13660.342114430528
UO_006,Logística,10,20081.392756393445,18229.197052097323,13797.01703449534,10966.336836455901,1721.0925393292962
UO_073,Logística,3,16960.433849041186,13482.937381247726,15988.362945685532,8654.40220001269,3427.1153298962686
UO_035,Industrial,7,37216.392913717726,25343.739184840026,22482.808878750468,8126.111745957929,11469.35454155817
UO_072,Operaciones,9,15488.113763065312,12016.44610129458,33666.49929094719,11342.35948700852,2984.3783878779373
UO_071,Comercial,6,10891.84204562895,9323.63708832383,5580.148889966271,1845.9167280852425,1855.386770566731
UO_068,Operaciones,3,10114.09640304283,9460.13210952161,14452.697243638924,7632.326118396015,628.9337921947662
UO_058,Tecnología,5,29822.099024770527,20194.216313739966,20502.154893631636,10299.106830259323,11073.332465301151
UO_077,Operaciones,7,11611.89547629883,10568.724824617826,10396.394447027664,7597.29222553145,913.5488651166021
UO_019,Tecnología,8,52965.555815591775,49099.4113370414,50955.183937568036,37996.91892889281,3940.174666641905
UO_062,Logística,4,7777.850518717974,7161.434013909173,12317.226276715792,4070.995787731273,499.04128115451334
UO_071,Tecnología,2,51442.92317306642,42306.40408392857,17592.437264463926,7611.789457392314,10102.14128688444
UO_010,Comercial,10,24477.478615806493,20082.23472973548,25175.16465809455,11695.301739738738,4537.498412697064
UO_025,Industrial,2,20986.68449781988,15553.729719370202,12647.680614580831,7949.917070067345,5705.883789503877
UO_044,Industrial,3,16773.247016125504,14481.002646677209,5955.415015599895,2303.013385342908,1881.2182562861567
UO_099,Comercial,8,26891.56794549531,21135.505985028947,13944.037602141427,5303.820120516596,5090.74945025875
UO_058,Comercial,1,21615.86141135373,18094.709458668192,33445.225955307564,28972.70737879361,2921.613680681481
UO_025,Comercial,7,38240.51906727622,28678.869864945,14733.261796267256,11529.097721202652,8754.318296764008
UO_093,Finanzas,6,23321.10035372819,19963.416068458493,10852.377063043074,4432.034188381227,3528.844266639586
UO_120,Tecnología,2,23745.56085753318,21099.47502332345,31426.391914567383,17094.09313702092,2716.1393524199007
UO_076,Comercial,9,18364.851898613004,11960.159196952105,14787.463831290988,7591.487620366883,6692.00675925284
UO_115,Industrial,5,21408.154677886832,19085.913672119575,13278.527180668643,10285.579612698879,2367.990334559224
UO_111,Operaciones,2,25691.12510128491,20272.964087276243,19725.62150674635,11956.24657900428,4926.2544017800055
UO_040,Operaciones,3,9366.696986783958,8389.123561000462,28636.864226192636,10787.788603639603,877.668353350292
UO_076,Finanzas,7,11225.096269792139,8429.54887312651,75284.3923231918,55966.0587407853,2389.7006539319045
UO_116,Tecnología,7,31940.562955201913,23401.70604320264,29624.045680273008,15941.670262213622,9731.123413178198
UO_070,Tecnología,10,23990.968333435616,22078.198570008248,36167.05786692358,16555.635247314596,2001.889041459811
UO_010,Tecnología,1,20090.620268529972,13820.52339322189,13311.988252781495,6992.776422999728,5483.854346931366
UO_066,Industrial,10,22230.421475335592,19906.771417225777,9744.70302055031,5833.704839492412,2023.6290807755433
UO_120,Industrial,4,26207.236467985254,20164.036440484397,18720.955862733623,9470.357022017219,6944.9315304614765
UO_109,Finanzas,6,16816.572875865855,13115.80694170433,19231.444430562813,8560.751782987298,4060.081978875483
UO_025,Tecnología,8,14925.816405470865,10566.939171030619,9441.709701439018,5090.037193272709,4636.7976426763435
UO_071,Tecnología,3,24292.492416738896,19447.71360959642,16233.353814212765,5056.750530574683,4664.289687951316
UO_104,Comercial,3,13504.977648781192,9640.176067163984,22915.998292827066,,3496.8346953612368
UO_087,Tecnología,8,27014.42814116126,16579.95115390857,22387.007270917467,9012.268926409493,12435.604168941292
UO_112,Industrial,8,9402.28663653365,6536.465080184949,24405.717608075993,7964.629443599409,3206.555788948808
UO_011,Comercial,8,36848.78106068149,22191.539627262006,21473.584655806786,14864.427929634514,13495.093519974858
UO_036,Comercial,1,27897.678074402433,26291.446256793413,13303.664524781228,10168.811330321172,1829.5396713943453
UO_049,Tecnología,8,25034.618028720077,23482.76019578089,13248.765059455012,10443.96809564483,1712.5880620015457
UO_048,Operaciones,8,36002.56597468559,26580.85121843396,8783.49052041482,5235.887092706674,8656.975085233658
UO_115,Logística,2,50652.16343708593,43304.04390713914,52620.708739173635,22270.18428027081,7132.240167480452
UO_087,Industrial,9,36577.37037896088,26373.45943667805,18179.870032373696,13495.583023714467,8922.109712298537
UO_107,Operaciones,7,8774.129879044016,7325.368409849924,15757.75913635851,11342.873821522526,1223.3645763452034
UO_007,Tecnología,8,11616.845438221866,10244.901975411052,10329.144597942142,4625.002993058465,1494.1902286975617
UO_091,Tecnología,2,16116.368493989085,15010.216476099356,104966.3121922772,88386.32198097424,1003.2851266403459
UO_077,Operaciones,4,22315.695079383397,16515.27233784061,9471.12694483253,3434.447280801603,6543.014591030116
UO_051,Tecnología,7,28533.368622606773,24942.566704724304,13942.419640857228,12403.356979767677,4302.655002612572
UO_017,Industrial,6,15323.273469647618,10620.177112127045,23144.26048986289,18889.157800816934,3906.6172331390326
UO_032,Comercial,7,24182.472726552645,22891.523010281468,25851.600151857085,18425.448482314612,1277.0255972221837
UO_026,Finanzas,1,15097.863667544205,9194.891261645544,32040.60338126701,27659.04872112981,6616.19918688538
UO_022,Tecnología,8,16223.90577311683,13161.401534682644,53346.57759693227,39123.67055314658,3416.469576576941
UO_013,Tecnología,7,10901.650203512854,9057.38635378821,24433.113289429504,10122.008417948642,2036.0651937810203
UO_012,Operaciones,4,13882.486725959465,11672.616195103621,9569.933350665697,5409.822868596117,2076.389873861329
UO_071,Comercial,1,11205.474104300836,7195.434426390716,15457.24222506112,5300.316407669452,3936.0195676263947
UO_001,Operaciones,8,13521.866212110383,12554.855686137837,21692.01335245788,11579.076410032236,1003.7446864459555
UO_033,Industrial,10,37302.6966141376,24747.136679968517,62375.98502440117,46467.72681922764,14935.795695084727
UO_116,Operaciones,7,13702.047532610706,11207.777375867006,7795.615294963127,4146.222806780788,2322.21267852485
UO_119,Tecnología,8,82140.87437740891,55686.307371181494,37106.44314284389,18485.558168305663,30932.202338579886
UO_014,Comercial,10,28188.206223980033,19943.88163582376,20089.420691482646,13203.037149799551,7483.726015943196
UO_111,Industrial,1,24159.140156037367,19116.17306829816,29812.955344904527,24545.68340827189,6029.52166087422
UO_064,Tecnología,5,14340.186360348867,10698.032795893789,16963.227127994433,5573.266839979207,3890.2041620056293
UO_043,Industrial,9,31261.886151790008,20510.26576478939,10878.464956773962,5779.535456484287,10594.696102333226
UO_120,Tecnología,5,16517.588913563104,10898.7633770807,28297.356450944848,11175.883741008507,5873.673949600985
UO_058,Tecnología,10,23412.021466743518,17473.578044882142,26706.402676623562,19154.167176755374,5398.119108704703
UO_041,Tecnología,3,79224.61057643339,68533.1735133734,32313.29968588324,11743.775548986694,9725.674667216079
UO_081,Finanzas,9,20993.539995889012,19194.133852506096,17890.35855980445,12503.297072545627,1521.2572122267434
UO_068,Logística,9,39129.684924097324,24629.972075622078,12583.06052961166,5935.536890683723,12261.248905584756
UO_116,Comercial,4,15497.155771198595,11430.490834119368,7077.866524902809,2968.1039517854606,3818.87774192134
UO_115,Finanzas,4,21644.480415315244,13746.10534844186,29484.61735939281,25410.1833363929,8728.827527996498
UO_039,Logística,8,53391.151972340514,32344.75326267291,23256.354592230222,7235.394852954025,21955.36040663531
UO_001,Industrial,7,16099.064941304661,13388.007180448665,10102.421436486664,5684.292728512299,2280.0912760565625
UO_041,Logística,5,54514.624221658094,44203.5812624695,13054.077238486372,4085.615429565363,11763.81333551736
UO_045,Logística,6,31378.429201725907,20617.40682351452,13628.857692198693,8043.149807789907,11197.350099197902
UO_088,Finanzas,3,16626.724875514858,11336.674502179982,7407.2115676607755,4448.981829945181,6265.23005974439
UO_098,Comercial,6,30218.32687676285,18381.739153258048,11041.217141041334,5443.292257988439,12642.353809216173
UO_098,Operaciones,8,35820.55697662636,31960.230069893787,9133.47747863844,3464.301214728509,3358.7544212822413
UO_088,Logística,10,30058.626824482144,28289.427408273703,14080.027641252414,7403.736453450334,1750.6464321684616
UO_079,Operaciones,9,10045.57622591043,6503.614921385413,11577.067734869637,8142.82047520604,3752.3504022558677
UO_081,Operaciones,3,15312.601748845445,10428.131766398174,6794.012900183761,5227.568200243225,3962.799219494402
UO_013,Tecnología,8,19462.41954378711,17592.924398078747,60691.20892721102,37534.50009683241,1506.7459831501474
UO_071,Operaciones,3,21221.779865684635,19614.49169022408,38235.68185615764,25002.336709018025,1369.0257054609215
UO_009,Industrial,2,30041.530363614173,22437.105284866662,11300.34287418141,4750.323130183984,6849.045399513449
UO_108,Industrial,5,24073.10450061543,14870.386723123784,21235.99372027373,10031.845207322034,8943.381964125188
UO_063,Tecnología,4,11297.399219513623,6934.198376633937,23166.882372689637,9200.434644649582,4341.280948688702
UO_099,Comercial,5,26638.129960246573,21334.010869202288,36851.4967022316,16567.593071815445,4536.141223098906
UO_023,Comercial,6,29890.407025779128,22044.572368606703,11035.106657245678,4799.52176052969,8389.995321447961
UO_054,Industrial,3,29140.820134004636,17776.72641385784,34726.69819010375,21241.25419516563,11801.102497423866
UO_047,Tecnología,1,37812.32409681469,30406.339429016534,12981.191972013414,8276.980047251724,6797.106374732381
UO_039,Comercial,4,33421.713658613415,20185.240744691055,8090.7972881252335,7014.466004319709,10661.50180197732
UO_087,Logística,6,27711.147266441094,24263.331459873865,27847.03943036805,11621.74994186564,2865.338929214611
UO_026,Comercial,2,21267.11249735868,15041.196958075727,39122.57927932783,26799.17908924562,5956.195867229917
UO_001,Tecnología,2,9600.01109555275,5895.273703782349,85199.03480031273,67337.53097970148,3191.96372787116
UO_014,Industrial,1,27304.56298642717,22005.38288846989,8779.413114516317,5584.978687014545,5038.078061333595
UO_096,Logística,9,24436.760211188503,18063.397663042713,27428.881622614408,12425.343485456107,6700.144232509821
UO_115,Operaciones,3,25230.00951076778,23737.153498167336,14102.667653064285,6452.395477643873,1521.0634838921924
UO_112,Operaciones,2,11633.285550299306,9195.757783128369,28854.326508191607,9335.870198309885,2175.4212674358146
UO_074,Operaciones,4,12829.105423337574,8933.33861855745,7462.951581182236,3606.5947584444566,3652.3943430971594
UO_065,Industrial,6,37293.578277447166,31636.27680741993,8453.519432960613,6312.768832073609,5915.345016672244
UO_069,Tecnología,1,21595.115267439673,15009.084541648059,11321.684024411918,3719.293826912151,7536.671646691832
UO_067,Operaciones,9,30969.259073882487,28382.86610942688,18908.719188679155,8160.5715063752905,2848.3567470395456
UO_049,Comercial,9,22340.561086021076,16334.361326950626,12275.384059018186,8884.180310368029,6134.492250390936
UO_050,Operaciones,8,22356.627080248356,17716.598488547927,26780.58882108859,20610.098462811682,4384.442821664892
UO_058,Finanzas,6,35211.98909862011,21750.466312361816,33394.1752804182,19141.242260531082,12734.876665319323
UO_053,Industrial,4,17017.16187532066,12748.278054853197,25841.74598640622,18576.199636678146,4916.759187264649
UO_091,Finanzas,2,23110.917143218096,20599.389965280203,47632.5954294888,25377.27984616541,2048.646265464436
UO_115,Operaciones,8,17480.868890129932,15417.725732394194,23144.118752567563,9163.866305538373,2465.8543793075187
UO_118,Operaciones,7,17725.36398454746,12026.863227187236,8689.424354678727,4682.6412498961845,6073.178118651836
UO_057,Finanzas,4,18871.60967782292,12816.232401246403,40864.864253755855,26479.64302261563,6494.120119334239
UO_086,Industrial,3,24613.906961337576,21809.321096640793,12542.852477774426,10897.63121654275,2286.2959707149976
UO_018,Industrial,6,17337.476153068357,16048.251839729368,31140.082658852905,10626.57099620562,1343.644676122534
UO_016,Operaciones,1,41269.4610189758,26139.099449508925,46362.23611167005,28023.025701805178,15038.236187618784
UO_002,Industrial,2,14082.615168865243,10667.870019181059,23718.552017104164,11796.466126498508,2876.2793234495116
UO_111,Logística,7,20061.627261049955,14406.435043409329,7348.891114879771,4445.983710659621,5152.834731078066
UO_013,Industrial,3,17679.0300075979,15994.942570514137,10394.922035734302,3268.010354470829,1947.016905972399
UO_045,Finanzas,1,45410.05985427336,28573.540893793965,39880.65627288547,19454.390827196734,17173.17132509197
UO_080,Tecnología,2,24301.11196737072,16376.375489684273,16293.579094652738,12903.225633746426,7650.27614765351
UO_072,Finanzas,10,36898.35576177446,31856.709003972792,18915.63525010093,11961.586447471966,4179.892508379277
UO_043,Comercial,10,10479.956566845924,6476.118998421877,28432.685199660147,16216.56766472932,4346.760694672723
UO_072,Logística,9,25172.94619016335,19443.26603651336,27386.178128873173,12907.5177232153,6194.588288435514
UO_054,Tecnología,7,34365.73934536107,25937.11089801046,21317.420631153047,10207.324883933925,8813.120923337583
UO_074,Operaciones,7,22951.578535754583,16457.209344155966,15911.525141035741,8430.894397596774,6521.02895697448
UO_119,Comercial,10,37524.15686141104,27696.591825465723,14948.988722644162,11979.258888932443,9567.269798464897
UO_097,Comercial,8,17006.582856695375,13358.317189281399,30174.10228323778,26563.104824129998,3784.3767579380833
UO_031,Logística,8,44563.647184357564,29255.079619816624,25138.14565391283,14157.633417128887,13676.034068449098
UO_076,Tecnología,9,69525.51328463081,55634.21543280448,15453.951337529232,8283.498778350906,16343.162287950276
UO_009,Comercial,2,18371.957272922868,16202.25328279925,34519.07634685827,27889.01342126825,2246.7671278290136
UO_101,Tecnología,8,17628.08661253039,15266.915915949128,16690.24224486171,9282.164603682673,2182.84794950783
UO_073,Tecnología,8,45555.75496243394,29787.312198900385,10818.389487119046,6828.685401252879,15451.054607065604
UO_048,Industrial,5,48522.65459246902,31648.285919412556,11437.098219968453,5015.910966649847,18937.66380315811
UO_018,Comercial,5,16959.27204285706,11767.377945841748,10024.180450045884,7479.056285243453,4489.15266628765
UO_094,Tecnología,4,17852.638500746514,12967.730896840787,15314.478851223717,9482.617964920692,4480.116066664819
UO_096,Logística,5,19131.810417542496,14214.159412148461,37806.43355532766,29693.95664717383,5270.754128788722
UO_104,Comercial,2,11246.078223295055,9423.021758009343,11124.919726152813,8548.829287335297,1688.5070272706805
UO_087,Logística,2,13914.323090647933,8624.628300514305,20192.882233395074,8662.804249195573,5908.592639192795
UO_011,Logística,5,13332.095686724919,8161.048345695751,12160.963561351691,8869.97978052999,4406.670336021924
UO_062,Tecnología,3,15004.436716472908,11060.80106395695,15426.075568197608,12032.842523895755,4358.011071407031
UO_084,Tecnología,1,21647.766330498605,18270.872643827894,7287.933197543828,3699.8238292681363,2793.841539077367
UO_019,Industrial,9,24763.03673947873,16534.338320208004,15798.607188551712,6375.772299709958,6624.4070601971835
UO_100,Industrial,2,47822.43914017977,39430.87163866825,16055.018713613077,4841.861198336381,9728.255317099332
UO_116,Comercial,10,13370.726138195758,9238.367489306438,24938.617045198254,14228.533230822044,4266.807775522947
UO_090,Industrial,2,36031.94551025028,32793.75954270558,20619.00594164422,10545.789333870835,3046.261142496287
UO_074,Operaciones,4,19791.455396075402,18079.325890878343,8786.438436670931,5561.34018668743,1528.99646043621
UO_024,Comercial,2,21488.39165268372,15128.91334923522,34562.306041373835,14268.172086656907,6656.811344499998
UO_013,Logística,7,30865.975696816455,21004.22898517701,20459.074914394514,16690.4995789378,9897.257613195845
UO_116,Industrial,10,12564.604701783368,9347.517958519962,20313.40131069473,9235.551474195487,3849.6918179335235
UO_046,Industrial,1,26667.606632675703,18245.60457331677,17934.662789345588,7816.962004466692,10049.860473244134
UO_053,Industrial,2,23938.087868736613,19996.30695402444,13218.141640039097,7777.930384192513,4154.675817845889
UO_098,Tecnología,5,28175.994400530188,25051.91451452599,20551.33957331464,12316.635943272926,3052.689044895323
UO_029,Logística,2,25452.883647725383,21267.97768093419,23989.05734882512,10292.532337573995,4170.076282339857
UO_036,Industrial,9,75180.71818573687,66799.77144277094,6322.453255708246,2928.0320187849593,8992.685677300844
UO_071,Finanzas,4,16012.581050185638,11832.452840883849,13052.61136842053,5244.841330853124,3513.940414523547
UO_115,Finanzas,9,16890.41402453088,11058.338838735122,15475.784915078515,11313.976588390526,5431.649741387034
UO_094,Logística,1,16129.89621456461,13844.01299627574,21029.938902046615,16025.936836459752,1897.5319956363487
UO_017,Industrial,1,16684.93408160615,12116.033123698937,36900.72965038445,21306.374231763402,3789.191984097631
UO_048,Operaciones,1,16015.406374625989,13371.980093491879,11349.801244312826,8267.78784046468,2321.8156644675278
UO_077,Operaciones,4,39915.031671522345,27729.985533481147,13376.074325084946,9919.178198134961,12113.170228774206
UO_120,Comercial,9,44812.93587775517,28161.80997224081,13259.632303603767,5077.979283237846,18547.851136049954
UO_024,Comercial,8,16558.036517492434,15687.143876195067,11148.758728993693,9807.639031579665,865.8400326364798
UO_054,Industrial,7,14527.841828812776,9510.949877510891,14642.566842706845,11605.9791520264,4686.733523990653
UO_119,Comercial,1,27881.196448998136,26374.143836852316,28637.757888464846,12104.896078892227,1255.286205398669
UO_095,Tecnología,3,16712.103190620037,15743.602992082453,9582.547007324742,,987.984688212949
UO_091,Operaciones,9,30226.24630505122,26533.697318577335,23311.18662719622,8750.942237994623,3354.708206811371
UO_114,Logística,9,24378.61299763313,20253.70381660235,6495.459426331613,2487.9372309785576,4314.546399312647
UO_085,Industrial,5,10322.981914489339,8281.431254125835,12876.989039886397,9643.539483658447,2431.231837940766
UO_108,Industrial,6,47750.871672562425,43125.5093155982,14798.874652517816,8609.875082944427,3906.237514512688
UO_119,Finanzas,6,54064.81245792986,37915.86018375261,49262.371043021994,37920.227544770285,14289.402995382374
UO_001,Operaciones,10,16213.599668475716,12382.138384179423,15292.512632094498,11435.021228796068,3790.2263900529506
UO_079,Operaciones,4,18144.980047493846,14820.574551016858,4813.857014704599,3190.4685956633957,3947.550433861412
UO_067,Operaciones,1,25410.879685242682,18903.576909658674,5435.281846450054,3868.9421279829908,7214.8021802050525
UO_006,Comercial,5,26035.81567361545,19516.97488675086,18405.738165638235,5724.431843749334,7557.237869628601
UO_078,Tecnología,1,30615.819648743745,21908.669323792437,26062.75371792078,12694.29652943554,8128.002400499878
UO_055,Logística,1,60180.4163988447,47992.74682505002,22590.24634787532,15422.209997727858,14586.390508197786
UO_038,Comercial,5,20161.424637938988,18098.93276869794,19941.176892827167,6094.162690162812,1734.8302342022312
UO_033,Tecnología,5,14777.357324402821,9908.734293124005,36219.60256251094,11582.527845099185,3998.060469186979
UO_116,Operaciones,7,11051.709335663354,10245.504419678302,13046.10978518306,10582.127421946952,920.8803504123148
UO_102,Tecnología,2,15283.58995812945,12856.260575661769,30851.675332605493,21917.490371194155,2842.174411887545
UO_008,Comercial,6,21664.635584529507,19241.351299443904,6773.620907805906,3110.594655879473,2026.4330574286143
UO_090,Operaciones,2,54029.146598609674,42935.165923277,10477.981142435508,7468.471342006778,9378.529212414567
UO_079,Comercial,10,17003.83779967259,14841.474123406257,6098.360009061104,4729.119638713922,1758.5847785017927
UO_078,Logística,5,24634.27329894611,14920.24373483185,15292.118127819866,7402.556089301647,8177.299472565387
UO_112,Operaciones,4,21846.33718600289,19365.317458757032,17540.070225284526,5641.279946827859,2192.64566049977
UO_020,Tecnología,10,39902.59493483728,24502.13258323283,19311.59352527472,16601.54884048106,18296.221260361646
UO_055,Comercial,5,77922.20318956811,71023.72574066241,18715.924382762154,9490.993166025699,7361.669431981195
UO_048,Finanzas,2,16891.496583435175,15999.405324617885,10336.824592361338,3761.457363324012,991.4891464901709
UO_083,Tecnología,8,17245.047481930116,12121.951061003298,16088.427333515881,9574.450320394237,5688.97193721838
UO_056,Tecnología,8,37126.28315237079,25008.691086924944,7343.214722629001,5588.778835380975,12287.595822257861
UO_097,Operaciones,6,30975.310938392966,26882.7654247608,40861.246931704205,17692.44547211359,4579.540386069937
UO_100,Industrial,3,55456.46973386787,38185.0635063111,15030.313732192468,6939.406120382977,17933.298552183558
UO_088,Tecnología,4,29494.647720483918,26632.098782408677,13449.111570007717,5993.314033302572,2650.2005895282737
UO_010,Comercial,1,18404.563968506674,11705.208954221269,46787.16522979321,41874.69215499947,6863.11433972585
UO_052,Finanzas,9,29594.014746210745,19061.040826380857,8558.259164928404,3581.137137512823,10674.15194536797
UO_050,Logística,10,38343.94054583308,36146.949482448144,9178.763059672456,5923.167142451739,2481.240450798454
UO_034,Finanzas,5,33197.87313317302,27748.230269841457,9341.926796531827,7988.830768826717,6499.739380242179
UO_036,Comercial,8,28385.593251246748,25445.144649559195,17314.112008170618,6720.263790750678,2835.818696040458
UO_111,Operaciones,3,37546.57137600652,26790.052466226494,23364.63837446978,20619.585860849784,11889.785635105736
UO_061,Comercial,4,39523.384770567456,33071.95549550913,28107.881062897122,24411.310767386087,5418.589005974412
UO_100,Industrial,4,43961.938107295384,35520.570715894566,84389.40930117932,70105.92727368412,9376.101509391863
UO_016,Industrial,8,30465.645289417935,24710.762339228193,4676.664997336159,2005.0448831533859,5458.890701848583
UO_079,Industrial,9,20260.753322113025,16996.469622227916,25984.132791915497,17680.462301239535,2662.8592265707366
UO_018,Tecnología,3,23702.998621097413,18995.007363218614,12909.537476757767,9766.51543459046,4450.456939554484
UO_071,Operaciones,7,40265.66836526989,30206.17009378727,12684.688442890252,11309.880771963239,10504.702496141968
UO_047,Industrial,9,14640.283681897856,10198.025491140397,12433.338382310554,5075.96377399365,3765.7025662588453
UO_086,Logística,2,26485.075229632283,23015.62216704384,10453.981582601742,7941.006862002918,4057.920169950557
UO_032,Logística,4,18093.90814153012,12289.29828212153,49548.878250442816,24936.994227028506,4824.031109881902
UO_043,Comercial,3,22345.325124346604,18822.00379989959,29892.963469306535,12117.88635247259,4129.342062704496
UO_083,Industrial,8,41740.448735480466,28453.065094022986,18286.485836400178,10109.247831295728,14388.30990839778
