Unidad_ID,Periodo_ID,Plantilla,Costes_fij,CostesVariables,Crecimiento_Ingresos
UO_014,8,261,5135.403614223574,5605.311053044962,-0.05833654623223925
UO_060,7,291,8450.627439126365,10819.932478927949,0.020599910340402122
UO_103,6,26,6127.380484470534,6450.086076468762,0.10290606383604853
UO_096,7,243,13338.666462352461,12020.890415090635,0.02197801257254546
UO_040,6,236,4638.272888773777,5047.713757904223,-0.017078438237553423
UO_110,3,63,6801.525274675025,4825.589893762576,0.24792478762663991
UO_108,6,45,8827.988260839616,12028.745866708072,0.19911347008615035
UO_009,7,311,7724.050561600356,10309.592709529563,0.03808802422167065
UO_042,6,200,9811.02438138339,6656.389453425941,0.2060049450515594
UO_042,2,111,3595.4040821942017,3087.5023952827914,0.15101544737809117
UO_033,6,447,2390.969216016859,3227.458417483455,-0.09848570654704131
UO_025,2,287,,10250.812147783234,0.05210481040465398
UO_118,1,365,5491.151962715072,9694.632812686948,0.01619499967773219
UO_102,10,87,5273.675969731046,7238.9665144529945,-0.012836551317641248
UO_078,10,383,14373.174362725955,15090.165956745928,0.0006357576283379657
UO_119,10,170,5150.80447732434,9140.76916833416,0.276945938630209
UO_009,5,123,11421.434374779868,18149.441895816475,0.09452682719661493
UO_119,4,107,4381.6988208018,7561.945215419001,0.23908348728964782
UO_119,9,114,20127.08514074501,27849.54664074947,-0.014313139138806982
UO_091,9,401,19308.047467267614,15998.393197462005,-0.03023848014162067
UO_044,9,305,6211.244245421414,4689.997663458663,0.2555158353255639
UO_083,3,338,7018.087064651616,13815.492468674312,0.09828187431298716
UO_058,10,22,9544.073395055544,7959.88519102866,0.25806085012496516
UO_025,3,227,9208.345383053495,20139.07081363958,-0.07478845885149005
UO_116,3,437,2987.812061807545,2946.262402576361,0.2665742088705231
UO_032,10,121,7018.471062575738,11107.034103861823,0.06617812653688923
UO_022,5,367,12900.05014286501,18006.61981283018,-0.03785180503126089
UO_093,6,196,3189.622495960685,2088.8147343560518,0.17335307577407763
UO_055,6,447,4282.296641823589,6683.143423628749,0.2187610733177028
UO_092,3,444,3568.2673083238105,3639.512942837271,-0.08105010896743986
UO_061,2,323,4258.0458990266425,9073.739042614083,0.2948783897674745
UO_108,6,218,6549.482228303919,12929.305315941026,0.17881075492647217
UO_057,4,27,11991.934690856571,14647.666575670773,0.02856079666313774
UO_077,9,410,5966.123916548127,9923.644613966533,-0.039482481721843765
UO_061,2,264,17863.861787242102,14648.18567842771,0.05701256587128589
UO_092,4,312,2909.2707344905625,2650.875459363639,-0.01177373577654968
UO_067,2,458,2567.398361493332,2242.973924835344,0.09766128943923832
UO_094,5,346,8163.545728284912,13154.29401675815,0.21275708339613106
UO_075,3,197,7978.075648391542,11170.37372542229,0.16405215558022132
UO_002,4,101,2940.0045987975805,4373.845892948681,0.07437396191269158
UO_114,9,131,2375.6994177103575,1987.0175897112094,-0.052422430167980184
UO_114,10,378,5528.769700128088,5925.15007209167,0.28286276894720286
UO_057,5,40,3836.314246390066,2371.301728436502,0.008148210180194668
UO_120,9,53,5919.397633677447,12545.26282913944,0.01113381835000693
UO_073,5,274,6431.2901012416505,5913.815945491371,0.15820088873541296
UO_033,10,452,2186.3798338335873,3008.2904932192037,0.2082038488588411
UO_090,9,46,2502.1225143029496,5805.449918128381,0.29366110612693985
UO_063,8,27,4495.902430629334,7776.808675186536,0.2876657042511225
UO_016,1,437,5047.1572416185,8686.086878867705,0.2655042096928323
UO_089,3,37,12361.480284372577,18471.786465443038,0.07412542695333993
UO_001,5,454,4111.731086980529,3617.8327432290316,-0.033332136097420764
UO_085,3,252,4914.281397654847,11312.272286685902,0.1337884813146511
UO_064,10,415,4473.025056385874,4177.285925513288,-0.09309739778129278
UO_084,1,489,2145.225729931964,6806.120532742045,-0.02150046440184261
UO_120,2,326,6062.184343426248,8627.053991430615,-0.09898824128209416
UO_069,2,210,2060.294717036029,6210.999495682502,-0.02778563497138449
UO_017,4,443,3112.7693048909687,9677.00653456957,0.08990284935850243
UO_040,6,169,2849.1940458474596,3897.9397469368873,0.057329724437366364
UO_102,2,411,20320.685430635927,16764.877189542076,0.04771862597065568
UO_001,6,175,6887.975302142817,8403.642702978022,0.23238114557354503
UO_013,1,453,2923.705015497242,5047.601289026483,0.16999852185827116
UO_018,8,66,5828.137905492137,6798.772054635099,0.27457270514844245
UO_068,3,331,6168.676300876108,7805.295470188284,0.078136436271069
UO_111,8,435,6725.238669199288,8436.44243257832,0.008891870190380707
UO_014,3,158,8004.928864715682,7925.297134223967,-0.05092618478665778
UO_112,1,424,6937.27025557045,11541.781330088965,0.16881095827405843
UO_005,4,429,3054.6362613635847,7303.2725451547985,0.23669643538866278
UO_062,3,161,3047.3457249607436,4502.487024619564,-0.026504254295297486
UO_033,8,354,5753.308122418257,7336.014279741673,0.2515010978050145
UO_026,1,33,1527.4664681913287,4538.338602777091,0.11051048067813324
UO_119,9,479,2339.3541009537453,5867.604436293271,-0.04236774714361924
UO_061,9,375,8720.925290370598,14975.326295473935,0.157145329960702
UO_068,6,278,14860.606874909137,19622.441349201603,0.1080210966148854
UO_030,5,255,2741.678551068426,4485.975293645165,-0.08872658107490708
UO_062,5,460,6279.520095629221,5636.090003831613,0.059697281890649684
UO_062,6,397,8271.600825688676,7241.246920860902,0.21391519717716442
UO_081,7,26,15311.311276199338,49928.7489525913,0.12216950136884286
UO_092,8,58,11687.153718818678,20517.915183734956,0.012816450505012206
UO_070,3,204,7593.134591634625,10528.539843491462,0.2714567053530199
UO_057,10,134,3686.309076020524,5525.981669723872,-0.00488838478245604
UO_091,1,129,1838.926942956399,2745.0833888440466,0.0010944027730464406
UO_036,5,84,4027.7431159430666,10177.303151736434,0.04185573851210522
UO_007,1,250,3664.2365691247464,5206.005311485035,0.25781514450245135
UO_065,2,300,2421.602683927761,3111.3824648300274,0.10305015817020655
UO_074,8,50,3397.6268192407642,7289.26703325911,0.17287162369033157
UO_077,3,105,4343.192214698664,5784.73082108216,0.29050566900411223
UO_041,10,157,19249.700343686316,28062.13616164011,0.21331851875694582
UO_032,4,485,6355.19152905475,11251.733971992418,-0.0309599525395627
UO_014,6,96,5689.369752836298,8235.475144638092,0.21534157161599063
UO_033,8,475,9559.933894826561,10842.486913585319,0.19933485969040757
UO_030,1,156,6296.40991824346,8948.687868088808,-0.006953202209109749
UO_073,2,141,2082.4250451173234,3485.2746373945006,0.03013993235504636
UO_006,6,482,16415.605690234872,16437.199830454363,0.18405129594523076
UO_010,8,283,5005.97953991685,6201.823173143702,-0.004642762372856574
UO_075,8,116,3962.719719246095,4018.322813307753,-0.016725252398952284
UO_103,3,38,3520.85423164003,9745.57483605347,0.18138910885213247
UO_020,4,305,3924.5032266618355,4378.828028629119,0.2522381971279054
UO_089,10,28,1764.8507068425922,5426.469196842385,-0.069993326951152
UO_118,4,102,7692.7693450334655,11253.22552103253,0.07836309410324513
UO_012,4,66,10767.734464039382,16099.379849253846,0.14287008813160315
UO_022,2,449,2005.8814055579567,4940.26459648661,0.1705107143328272
UO_076,6,109,7959.41872815718,8265.938422416824,0.29847836494993163
UO_014,8,20,6845.2841141983035,7721.643285363913,0.17307678412668828
UO_106,9,406,5111.512517116581,5527.717209092737,0.14806164519886164
UO_048,1,181,6282.380489371464,8564.61889158098,0.2958936609236008
UO_054,1,172,2302.8911956370453,5393.401378921116,-0.07573274384872648
UO_036,9,433,4914.185735127262,11043.919407630267,-0.07022524153876071
UO_061,4,20,3932.1215644266354,4581.4741788709,0.12427301056963369
UO_055,7,398,7752.402989618358,9139.2058489575,0.043465845739836334
UO_014,2,165,5189.545258887576,7322.629504210228,-0.06132099450117763
UO_002,10,180,5428.067227978319,7975.888566228305,0.02257955843711623
UO_002,1,412,2673.6812911962193,4500.047458709802,0.1697417949630576
UO_061,7,154,3536.3671481892266,7848.623143503715,0.25224598547465205
UO_107,6,305,6768.7004025283995,14843.876756686688,-0.06227020933737833
UO_107,3,96,8446.373921774126,7200.538900463598,0.11605802499364168
UO_006,10,100,1728.470050021818,5111.2488839920225,0.018446225918568745
UO_025,4,288,9877.958173096898,11212.138072840555,0.16693046531752256
UO_067,1,288,12900.616649645981,13642.848248891527,0.11978059778300273
UO_023,7,61,4133.58746707968,6064.907651568227,0.2706844024088718
UO_073,9,143,9491.03412379853,10861.730119743865,-0.08492644522004476
UO_095,1,249,2633.893811059719,8138.572493243263,0.08801490997605654
UO_028,2,376,12105.002724201959,12410.566396312652,-0.0228961778597164
UO_025,2,221,3314.3116508931703,4277.185383262042,0.11471268346569827
UO_099,6,353,3691.74309549851,4629.225930845206,0.24143173762673728
UO_065,5,466,2328.234374113366,6085.779556408922,0.26452661111442344
UO_066,6,126,6854.498407501448,13064.02985973534,0.059292665286880736
UO_079,1,472,4592.598951010643,8169.6931514695525,0.22471220930633032
UO_043,6,311,2071.383338768759,4169.242846356678,0.012203229890202172
UO_040,6,310,10227.095381327645,10730.410009229978,-0.09747802147232774
UO_080,7,193,3986.1499248775913,4754.804183458336,0.2420956230091876
UO_023,2,448,4617.171532906178,4856.139527667574,-0.05223510303735415
UO_049,6,331,3657.238586325322,4008.684128846004,-0.09295555065482063
UO_099,9,106,5719.871001371297,8129.800098701422,0.041519065347179446
UO_008,9,24,5580.662490988921,10923.81428774379,0.051751995849982996
UO_007,2,191,5811.108112870457,8619.607399716213,-0.069111931691091
UO_021,5,140,4452.805659729875,8675.77984781818,0.22567305859378842
UO_035,7,175,10251.202060889867,11087.51702659581,0.06223709208333336
UO_103,5,106,5070.893599577745,6670.429412847892,0.09596944550783776
UO_101,3,445,8621.93729873291,14304.575963973115,0.0058501071811326855
UO_097,1,117,2817.8655693618502,5913.304020626848,0.10460270093863913
UO_101,7,434,9752.664394349013,8452.341060092991,0.20669255624693347
UO_099,8,154,19019.700554951316,16478.259639726337,0.2624730862002068
UO_082,6,26,2954.6108188724456,3453.2047908449854,0.2882118402940598
UO_061,7,279,3591.9307815508146,6602.150230184231,0.07068956984054561
UO_083,9,383,6510.941103694092,13521.356131451435,0.29601354350738374
UO_074,2,403,5009.117604148305,10875.710573965334,0.017982284689072522
UO_068,5,51,3465.4895073943558,7499.12682736453,-0.09720962588597595
UO_030,3,47,4304.551040952993,6045.740166562586,0.20704681755905394
UO_109,2,459,4080.6589835328828,9375.537324650973,-0.028625740583520548
UO_097,3,279,6291.877295877519,9904.377538990833,-0.07901806475045486
UO_068,4,263,12243.038653001604,14711.005927672157,0.26960356903907956
UO_009,2,384,11391.375511722807,7488.01797783968,0.21672433219879475
UO_017,2,283,3970.732636887536,11121.630367254777,-0.05893407938469748
UO_043,8,161,4103.066254857929,6830.75562343245,0.21076406095373326
UO_103,3,49,5345.370085748998,8110.54902588843,0.23759987897079857
UO_088,3,406,4897.919474662207,7366.903461167649,0.2621206660730284
UO_057,4,149,9867.800131943837,12122.225615699357,0.11747762698654399
UO_103,5,285,7021.949131685789,10742.76121589229,0.18136482821123837
UO_013,3,89,7319.41505622563,7421.627770643621,0.20489571158440442
UO_057,6,138,15347.894669700254,20477.161231239923,0.17545557406244275
UO_026,10,346,10505.208784778431,17551.803416278643,0.15873344812223747
UO_061,3,419,6563.6737924577565,7065.368550858299,0.11902370111115346
UO_062,8,89,10773.410188029104,15230.515557459124,0.09167818167822778
UO_019,4,227,4812.043942889717,7310.560781511493,0.29845000782593223
UO_081,5,110,2256.655189582106,2546.6104858720373,0.035024312168862565
UO_114,3,139,2554.515694508912,3061.0598176560347,-0.06469249182218056
UO_030,5,479,3521.295907010045,3052.6126989044265,0.20601478600145104
UO_090,7,489,5316.75385078673,4541.623079439674,-0.014470248852202341
UO_013,3,226,7632.617605003973,8604.316964738426,0.11307734384748228
UO_049,3,425,10709.577230731396,17108.796406062193,-0.06167939335977173
UO_082,1,275,6526.223114049623,15230.933957687788,0.14771354432671627
UO_085,2,54,5370.941695030396,9623.744225999944,0.27760296156128894
UO_116,4,143,6884.669248803514,7663.534968378842,0.18908188504278314
UO_098,9,131,1544.139075208865,2580.23348439352,-0.014186088709354602
UO_051,3,226,7931.0301326413855,9413.593815317057,0.2884552181155443
UO_111,10,490,7029.717255206328,9374.852129502991,0.02283477240981928
UO_009,5,121,3417.4559602381514,3531.6062512161293,0.07464599459654178
UO_094,9,452,10533.23214990299,18641.604710006875,0.09924680814912032
UO_029,4,405,4728.68842539412,8615.041440636935,0.2962874973493891
UO_093,4,213,5799.501601969821,6924.701811344849,-0.07244343971232672
UO_110,6,260,9663.74924216299,12182.972762168238,0.178691317774228
UO_083,7,166,21716.44988203922,25121.90813030926,0.044772350277094336
UO_008,6,472,3802.8594610292994,6279.610306292457,-0.06866987235902428
UO_108,4,151,8386.87006753261,6507.459382528095,0.27401266305314265
UO_081,7,239,3657.660322916314,9189.444784752492,0.13594332765722614
UO_076,10,357,4127.654723842751,6835.963588835557,0.20140720303551032
UO_015,3,123,9564.115038105563,10519.134111361256,-0.0038458257714881344
UO_069,3,60,3212.580354891489,5627.930951150956,0.20461636905176947
UO_034,7,75,4275.001318950996,5328.10149600942,0.23139017600928666
UO_052,6,330,5320.422874619018,6334.680041218547,0.07233175888579055
UO_050,2,269,10488.425723800776,8285.765099020347,0.12878258909918613
UO_067,1,261,8436.272446487099,7625.293881412831,0.28874901397182184
UO_005,6,434,7398.5652383468305,16792.703702777268,0.23869185668310358
UO_098,9,146,3372.884043432798,6288.963608461541,0.07794002442726572
UO_009,3,169,3947.7318383152633,5489.211200983029,0.16582954350233833
UO_088,9,350,4459.7858401725625,7921.9033112901925,0.21369259072100524
UO_005,6,451,4575.737061877997,9468.591950367081,-0.09026847176870062
UO_027,4,355,4514.9419303021305,12178.200862057554,0.13534639465010817
UO_113,10,403,8983.181957802108,17736.787850678367,0.2938114453650834
UO_117,10,407,5383.5812390146275,6295.9702476467155,0.27887225993053255
UO_084,10,168,11767.92119007153,8840.82226966606,0.23297615790497775
UO_047,2,188,11640.04038433081,10058.015738905671,-0.05751436274772588
UO_062,9,64,6819.079602058827,6988.969170712414,0.2976165810064607
UO_045,5,492,15481.029688746865,16758.23699899609,0.1438152612551797
UO_105,5,103,4594.477198905651,6771.828132008427,-0.010836700228203794
UO_066,2,27,3152.159471119601,2301.161639433645,0.16970747584572668
UO_023,5,126,3036.030423129848,3465.764893957464,0.2426094248318725
UO_098,6,392,11614.720171384686,13176.779465479794,-0.055068895660945666
UO_061,2,284,7116.9560935326335,8767.458145072904,0.2665752573157699
UO_093,1,165,9641.374983729582,11517.634106494186,0.26808171256759805
UO_043,6,50,6664.284222462151,7533.007207803424,-0.09461423750747287
UO_035,9,263,3072.8944808040856,3415.2831726748827,0.26012764866535776
UO_030,9,54,26328.41232961063,42106.263245790244,0.2787271672960625
UO_067,9,266,4732.210828084529,11852.894602012799,-0.08492328120786193
UO_010,5,433,5075.718378348125,7190.3951920508025,0.01766652940322029
UO_056,10,37,12828.548286277834,13983.540560329706,0.0492430027264506
UO_034,1,486,6795.738077140422,12073.20466328095,0.03955618882655604
UO_065,3,444,4520.928772757504,4855.555158173515,0.2036012949080757
UO_006,8,43,3726.3973197840214,3253.6295162475494,0.043241783689546814
UO_070,9,361,5931.788103270787,12465.00680073082,0.2826315239578969
UO_043,4,323,14569.148608900481,17707.296370578104,0.29799705012189526
UO_016,3,417,9885.542901016368,12910.244866871642,0.026727548282498625
UO_063,2,422,16196.017109715625,18147.971826505345,0.10352030128260276
UO_065,5,335,6132.2609481873,5671.586666008791,0.123082336120003
UO_005,2,368,3020.2185122637397,6184.111196650813,0.13176113198682468
UO_025,9,297,6117.167005554141,7406.303344136825,0.04968359767811986
UO_027,10,49,4653.947129566382,6079.856501128438,-0.03360259921646813
UO_042,9,162,8221.175384157446,15121.425079450955,-0.07817578330754893
UO_117,3,296,2039.884963157997,2969.4144602717374,-0.05746053374006715
UO_055,4,429,8028.2648533348965,15523.189688997998,0.2605164950375365
UO_102,9,375,7454.026311113877,8131.614862440574,0.012150002648202832
UO_107,1,31,5582.968291373076,6586.133840659369,-0.0692708067155822
UO_026,7,410,2532.817954014302,5516.067701587517,0.14941187981774115
UO_016,2,222,1798.7405776186235,3044.338373080741,-0.0698771394954859
UO_116,9,269,4578.734535295554,10496.471967980948,-0.0719788241323903
UO_109,3,122,6946.879757894688,12520.91560620192,0.14862820234848861
UO_108,6,487,2209.200366554007,3153.4469643041543,0.13655809767941227
UO_114,5,54,2086.432393810114,4274.84393695967,-0.08340908522001596
UO_090,2,343,5084.363607071173,6222.776260773211,0.08419113377477952
UO_109,9,405,19017.69084483651,11995.954958293889,0.07430732316241384
UO_101,3,39,5690.645333241291,5703.916529746872,0.118675651881022
UO_028,6,66,3453.36559047725,2405.7014577955674,0.19513788417471498
UO_092,9,103,4182.253573079022,6217.3949885836155,0.013120019024877652
UO_030,8,287,3049.810228717072,6114.732162889197,0.07311211343352411
UO_077,10,72,783.2949679357893,1186.8774770842285,0.217097073744386
UO_089,5,292,6569.131532823494,8114.358746647687,0.26902255618422755
UO_045,6,37,4345.168171789094,9261.291028917287,0.25652918921995127
UO_115,3,123,8102.759357980491,11141.76735974433,0.09105238083761669
UO_019,5,171,15806.912583950423,34451.51951825174,0.10834631880084075
UO_013,6,347,,14980.709244496167,0.11164217686086375
UO_075,3,184,4137.308195478927,8437.146009221926,0.24748622788299393
UO_112,10,380,4033.358873468794,4215.4828694492635,0.23597580277520033
UO_023,2,433,35326.79704736188,44982.50184629368,0.02461301141813803
UO_014,10,103,5553.834171891327,11300.68184649646,-0.034860124231185896
UO_074,9,327,6164.895064227869,6656.603365624541,0.05158982459684067
UO_098,7,170,5390.278790281082,8829.944037121937,0.015362553299760467
UO_104,4,56,9934.575513636997,13490.215833370976,0.2803122899259638
UO_023,3,398,3681.7108051686037,5548.7254951031455,0.006366271775460633
UO_040,4,477,3848.2963692074063,7508.7346400113565,-0.027517327309225778
UO_064,9,372,5994.909233990604,4768.265401949014,0.25979162502368625
UO_118,9,171,5530.261708940875,6289.109358153973,-0.0654085582575716
UO_085,6,375,4866.033705305936,3331.7707117250943,0.0041064205705840795
UO_059,9,395,4648.441284039602,6194.798878518832,0.07564447760023538
UO_020,9,227,6371.75329450342,9491.217210939258,0.13804295126387284
UO_032,6,69,2814.6540484025286,8482.610799968992,0.031069158549322518
UO_078,5,239,16248.699967369826,20038.31300921673,0.098493598768402
UO_024,3,479,2232.0401028905167,2223.418231658705,-0.0204675254277574
UO_046,1,423,11874.17188494348,9807.447940602226,0.12970964809019417
UO_018,4,66,9789.652549653149,22834.767229069435,0.06312672331186381
UO_111,1,37,2359.0323118176157,2395.690388188386,0.23970387490738018
UO_118,1,141,4105.786778791469,8238.378766899094,0.06629365335546097
UO_094,6,301,2879.45511708119,3584.9389335374763,0.0775261671528201
UO_092,5,139,4403.613934739666,4395.583687140001,0.136869995736965
UO_048,7,270,5875.543202810896,5964.467252316512,-0.05073199836922342
UO_014,1,346,3410.6844469507364,3281.3414099962793,-0.03728192931748757
UO_106,1,318,15943.089250834148,20237.276322067217,0.21609509889089615
UO_054,8,66,5789.085349646839,12863.903277502293,0.009367511655818811
UO_021,6,104,7462.208947238733,14287.186393580001,0.1738787715713824
UO_098,8,318,9477.965660473057,14573.282242967834,-0.06102921200911915
UO_005,6,403,2830.2322180952124,5347.5665680918555,0.22873866412720525
UO_031,6,179,7126.551370632832,4520.622077144528,0.2952912443675829
UO_067,10,26,10355.060932493736,15523.828899474349,0.049476378083113726
UO_087,7,264,2550.102145842102,3514.223213014282,0.10221204076595866
UO_103,2,234,10120.790291071256,13711.86896779981,0.07708479193592091
UO_120,3,231,2648.7646020295583,7796.566206089969,0.2576750994556094
UO_059,4,231,4821.9967351091145,4826.734422499126,-0.09602638492124815
UO_044,1,307,11248.713701807712,11457.747880772304,0.16138372846553442
UO_064,9,237,10506.332243795032,7272.730803755078,0.1609473091214131
UO_094,9,270,4685.034577508614,6746.403880242202,0.052954003319181236
UO_042,4,363,6259.684659543929,14549.822526804654,-0.01226654315319417
UO_107,1,340,2492.729849734501,3739.895397480431,-0.004126927433985725
UO_094,1,333,7047.742700397063,6898.550905834159,0.22018564848555647
UO_113,6,200,7354.879136300293,9757.481824125696,-0.07355876145001639
UO_100,2,111,3522.0701592739415,8640.418535225046,0.1255296585097436
UO_038,1,237,5164.623983888223,9089.361290217754,0.02273624119130621
UO_007,10,309,3951.681311605693,5311.438151517558,0.006099124987328161
UO_059,2,109,7677.660675546296,13321.906721791856,0.10229506621241438
UO_069,7,216,4571.018871814187,11633.233409731427,0.25914460251190685
UO_070,4,203,6558.883937834446,5247.054774290348,0.14723676761493235
UO_049,7,85,7093.273187527653,13379.129680374333,0.21544425110212942
UO_078,7,435,5281.570286181455,5335.760411900278,0.1402735117051524
UO_011,4,117,2406.787360698313,6385.245708447217,0.17908631194909627
UO_101,2,325,3093.0073989792386,4504.08061550506,0.07296305951731827
UO_002,9,497,7009.952918751881,13810.533200125674,0.2703926540832736
UO_095,10,43,3701.067969033997,6421.8347553115145,0.10077560817566439
UO_110,10,239,17427.45113582109,28840.28447891659,0.12070986769070524
UO_027,3,193,1915.5708935540972,3556.55063879692,0.10998620130193984
UO_016,1,406,15009.239980359522,20195.015029096907,0.026475608065967382
UO_064,8,264,6918.607524651202,10254.37613822521,-0.007504625760325734
UO_066,4,133,4084.65593751347,6492.954634785721,-0.070466014353778
UO_049,9,285,7189.201905914637,9583.585127101835,0.18726999280101944
UO_090,8,409,9715.337277604416,13056.08392288993,0.01571010526814831
UO_016,7,373,8437.072749974655,11228.822895757598,0.055679185278242865
UO_073,9,242,11634.19485412041,13572.603197654464,0.2679712650904851
UO_052,2,327,4950.310499234883,6556.696121204915,0.1265789397647495
UO_116,4,254,7815.828298624997,12094.871630430749,-0.0611687744384247
UO_073,5,325,5339.39646887519,5379.2661870054235,0.2198447651295399
UO_005,5,129,4038.9791181457704,12370.957222048879,0.002452239643782189
UO_036,1,333,7070.255645217304,12409.798481628995,0.12108233705847302
UO_007,9,455,2674.7618478851105,3004.407364317212,0.10399258994559624
UO_061,9,32,2222.3445073838566,4557.741525259324,-0.004768463059247718
UO_096,5,144,7335.849828327406,13500.106538384478,-0.05369158608216758
UO_029,10,334,10929.795715427037,11640.84129198094,-0.015495357402012772
UO_101,3,186,5762.785071936746,6987.889786229157,-0.06106488017441376
UO_120,8,72,5770.199138297367,7786.4386845955105,0.010251207580840485
UO_067,7,205,7694.727683344106,7951.9446151326965,0.29891900429498586
UO_030,5,295,3593.6900769069493,7963.960672948674,0.06083690609655301
UO_040,1,466,4049.8129631023435,3249.0792821770715,0.24555535653400415
UO_031,7,371,9118.060658988206,11893.52201373126,0.11967107685162456
UO_048,1,29,3538.552333182314,4923.425849027928,0.16663323173349318
UO_091,1,429,6963.612522445911,11182.99568446189,-0.037460812099777516
UO_006,9,166,2196.263376415515,4568.522512218242,0.009922346968790172
UO_062,6,496,7927.642931983318,12546.959495655485,0.10417736921157023
UO_029,7,336,10740.647974614785,12222.96902546741,0.2524573736907363
UO_009,2,352,10419.805613798415,11507.359443984456,-0.08284478564602393
UO_054,8,137,10574.804000993681,10145.543325095623,0.10276798382628835
UO_084,7,437,21359.615648115898,14710.112181430686,-0.07959511499662804
UO_114,5,359,11761.159216706743,14017.634981678617,0.08272907057971302
UO_011,8,447,3172.9691256380947,4557.829860928379,0.15154726373305474
UO_019,2,37,4646.375245859923,4146.179518455511,0.19788927657132296
UO_103,6,396,4268.354400069634,7022.696753464265,-0.044587197895749324
UO_074,4,245,5443.667390642059,8619.476945395349,-0.03336988661546077
UO_005,7,131,9212.25953926499,16540.890785688065,0.08802596867671625
UO_103,6,91,3597.222801251118,3774.96841005517,0.29921458319162964
UO_087,6,163,10398.18464589213,9036.503506173824,0.04241873426270537
UO_070,5,123,1913.6458753314491,6136.782428365841,0.07101097094516412
UO_095,5,234,3458.192804152308,4156.557986973093,0.07297869712582061
UO_018,2,499,4207.264308512444,5094.293022312808,-0.06771967145716182
UO_021,7,96,2541.4792062750307,6487.760931186209,0.20966885811599814
UO_015,7,45,1929.0707215305754,3261.7031862478652,0.001240609770442977
UO_059,8,249,3833.9402995030737,6117.552698753915,0.18146682275316797
UO_095,4,212,10523.031116874643,15886.849562169811,0.0900359515342363
UO_074,9,469,4125.069635042271,4101.966107560857,0.14471189688775363
UO_006,10,122,27084.784743336557,21863.947320398336,-0.07841134540200151
UO_024,3,224,5352.190025677834,10070.466875476239,0.2559862737666265
UO_097,3,430,8824.715993107282,8867.957688494094,-0.0024572922321146606
UO_060,2,279,3047.5918967002253,5667.272165087255,0.16803815500033478
UO_028,10,252,5612.623514801542,13707.742302803259,0.21920764482646468
UO_092,7,70,3809.254682543303,7267.740166711389,0.11601548691327884
UO_074,10,487,3867.9748529003978,6849.770777770291,0.034933608831449664
UO_023,2,150,21607.96846383716,28842.723725412267,0.2911613497924307
UO_079,7,362,5886.894412506652,7002.547340597565,0.011375885308278239
UO_046,3,85,6108.983468983916,16529.57199916164,0.27946493484930823
UO_112,1,419,5237.890443515493,5248.260167617947,-0.0375103465261073
UO_037,8,221,4340.564978278935,6596.509323455492,0.05568885260893741
UO_014,8,303,15996.940431537449,20087.9131839243,-0.04460176634107911
UO_048,10,319,6291.190380697072,6763.479169080149,-0.0991038107705216
UO_078,1,165,11424.11542926522,15378.522854742781,0.004103416158589959
UO_071,6,277,7247.774161503511,9796.144034946707,-0.06511583963241813
UO_115,4,481,4314.072189653944,6260.220688433311,0.29453820923613894
UO_036,5,447,8192.523333230809,10802.647285098421,0.20466132718072103
UO_082,8,423,14883.649825556333,17838.306497357542,-0.09851808147119648
UO_060,8,331,10953.819234934592,9835.449944558026,-0.010541366070563149
UO_054,7,395,1369.2727826190921,2742.8203144493677,0.1680496965134868
UO_117,5,123,3591.2706227714343,6188.323040658453,0.0594208452659018
UO_079,6,170,8188.469395399413,11471.925137377544,0.23273702521769093
UO_113,8,137,8124.849710598756,6254.562525519287,0.10194431135029267
UO_063,5,335,10344.460962628018,7110.131163000834,0.16146056789297167
UO_097,3,218,5981.225491250343,8288.185685209655,0.13881495903779226
UO_120,9,448,1478.4439233990004,3600.3638139979794,0.15526756024945373
UO_111,9,322,10462.241531332056,7725.805257623275,-0.007960458469127962
UO_048,10,353,10480.112319714639,11448.113091308602,0.04931577568247664
UO_120,1,440,4230.396237957179,12262.295883830044,-0.07974829885420345
UO_022,7,411,7109.225646714195,16795.248327593406,0.1350546058752835
UO_043,4,408,7301.476942662922,9681.981168692286,0.08370338483031023
UO_041,6,298,10363.23889122311,15310.477457438954,0.2042864596076289
UO_017,7,124,4732.742157474253,5792.801056943221,-0.017447014151343157
UO_063,8,29,1420.2577954768956,2745.6091961090638,0.07472484642712071
UO_090,5,132,7771.571309612126,11247.108680756266,-0.02770182677704551
UO_079,5,46,5441.956939438586,9064.501181705387,0.14559169009937684
UO_104,6,118,7252.450171215155,15865.651997150724,0.23921210260458084
UO_018,7,276,3618.4907877472256,3835.2493449733374,0.20617729937959403
UO_072,5,346,4160.098833837746,2881.9083337616735,0.2776791890523549
UO_003,5,390,11628.784147389479,21087.188203028538,0.28869031274543644
UO_054,4,155,6097.902173157055,5805.920089393161,0.20881354703279628
UO_119,1,414,11295.929351785317,12818.019927671352,0.014722434152103461
UO_115,7,245,5967.658581349526,8369.018646217217,-0.012295449113872703
UO_014,7,146,5194.992885412197,12230.692534371545,0.07901961381957748
UO_034,6,135,6815.253170041266,11182.075176793836,0.2975534778308483
UO_097,10,431,3757.05955280939,6107.665884087712,0.06506720832686216
UO_101,2,309,9789.848317606878,10988.855644914942,-0.020372635771092495
UO_113,2,190,6906.919130640739,10612.379299067343,0.27773715111329644
UO_001,6,231,4495.692129731011,7542.982094820272,0.05436719103840912
UO_117,9,431,6070.70377940679,4711.08368172555,0.1763595548910524
